,Date,Value,USD (PM)
1530,2020-11-19,17798.45,1857.35
1531,2020-11-20,17820.57,1875.7
1532,2020-11-21,18687.45,
1533,2020-11-22,18699.75,
1534,2020-11-23,18422.28,1840.2
1535,2020-11-24,18398.91,1799.6
1536,2020-11-25,19172.52,1810.2
1537,2020-11-26,18739.8,1807.4
1538,2020-11-27,17151.44,1779.3
1539,2020-11-28,17138.87,
1540,2020-11-29,17732.42,
1541,2020-11-30,18191.6,1762.55
1542,2020-12-01,19709.73,1810.75
1543,2020-12-02,18792.52,1822.6
1544,2020-12-03,19226.97,1832.35
1545,2020-12-04,19454.54,1843.0
1546,2020-12-05,18670.49,
1547,2020-12-06,19155.06,
1548,2020-12-07,19377.66,1859.95
1549,2020-12-08,19181.41,1868.15
1550,2020-12-09,18318.87,1841.75
1551,2020-12-10,18554.15,1844.35
1552,2020-12-11,18247.76,1842.0
1553,2020-12-12,18029.36,
1554,2020-12-13,18803.44,
1555,2020-12-14,19164.48,1831.15
1556,2020-12-15,19276.59,1850.65
1557,2020-12-16,19439.75,1851.95
1558,2020-12-17,21379.48,1890.75
1559,2020-12-18,22847.46,1879.75
1560,2020-12-19,23150.79,
1561,2020-12-20,23869.92,
1562,2020-12-21,23490.58,1880.0
1563,2020-12-22,22745.48,1877.1
1564,2020-12-23,23824.99,1875.0
1565,2020-12-24,23253.37,
1566,2020-12-25,23715.53,
1567,2020-12-26,24693.58,
1568,2020-12-27,26443.21,
1569,2020-12-28,26246.58,
1570,2020-12-29,27036.69,1874.3
1571,2020-12-30,27376.37,1887.6
1572,2020-12-31,28856.59,
1573,2021-01-01,28982.56,
1574,2021-01-02,29393.75,
1575,2021-01-03,32195.46,
1576,2021-01-04,33000.78,1943.2
1577,2021-01-05,32035.03,1940.35
1578,2021-01-06,34046.67,1931.95
1579,2021-01-07,36860.41,1920.1
1580,2021-01-08,39486.04,1862.9
1581,2021-01-09,40670.25,
1582,2021-01-10,40240.72,
1583,2021-01-11,38240.09,1847.25
1584,2021-01-12,35544.94,1841.25
1585,2021-01-13,34011.82,1858.85
1586,2021-01-14,37393.13,1841.75
1587,2021-01-15,39158.47,1839.0
1588,2021-01-16,36828.52,
1589,2021-01-17,36065.2,
1590,2021-01-18,35793.01,1833.05
1591,2021-01-19,36632.35,1834.7
1592,2021-01-20,36020.13,1856.6
1593,2021-01-21,35538.98,1862.1
1594,2021-01-22,30797.88,1852.7
1595,2021-01-23,33002.38,
1596,2021-01-24,32099.74,
1597,2021-01-25,32276.84,1856.85
1598,2021-01-26,32243.26,1856.6
1599,2021-01-27,32541.8,1843.0
1600,2021-01-28,30419.17,1853.7
1601,2021-01-29,33403.17,1863.8
1602,2021-01-30,34314.26,
1603,2021-01-31,34318.1,
1604,2021-02-01,33136.46,1862.95
1605,2021-02-02,33522.9,1833.1
1606,2021-02-03,35529.66,1835.45
1607,2021-02-04,37676.25,1785.9
1608,2021-02-05,37002.09,1802.95
1609,2021-02-06,38278.61,
1610,2021-02-07,39323.26,
1611,2021-02-08,38928.1,1835.25
1612,2021-02-09,46364.3,1839.6
1613,2021-02-10,46589.58,1842.65
1614,2021-02-11,44878.17,1840.1
1615,2021-02-12,48013.38,1816.35
1616,2021-02-13,47471.4,
1617,2021-02-14,47185.19,
1618,2021-02-15,48720.37,1817.3
1619,2021-02-16,47951.85,1794.25
1620,2021-02-17,49160.1,1780.7
1621,2021-02-18,52118.23,1773.15
1622,2021-02-19,51608.15,1786.2
1623,2021-02-20,55916.5,
1624,2021-02-21,56001.2,
1625,2021-02-22,57487.86,1807.45
1626,2021-02-23,54123.4,1799.65
1627,2021-02-24,48880.43,1788.0
1628,2021-02-25,50624.84,1779.65
1629,2021-02-26,46800.42,1742.85
1630,2021-02-27,46340.31,
1631,2021-02-28,46155.87,
1632,2021-03-01,45113.92,1734.15
1633,2021-03-02,49618.43,1723.85
1634,2021-03-03,48356.04,1711.4
1635,2021-03-04,50477.7,1712.1
1636,2021-03-05,48448.91,1696.25
1637,2021-03-06,48861.38,
1638,2021-03-07,48881.59,
1639,2021-03-08,51169.7,1687.05
1640,2021-03-09,52299.33,1716.9
1641,2021-03-10,54881.52,1716.2
1642,2021-03-11,55997.23,1724.25
1643,2021-03-12,57764.0,1704.8
1644,2021-03-13,57253.28,
1645,2021-03-14,61258.73,
1646,2021-03-15,59133.47,1723.65
1647,2021-03-16,55754.72,1735.0
1648,2021-03-17,56872.38,1729.65
1649,2021-03-18,58913.0,1725.9
1650,2021-03-19,57665.9,1735.2
1651,2021-03-20,58075.1,
1652,2021-03-21,58085.8,
1653,2021-03-22,57411.17,1736.15
1654,2021-03-23,54204.96,1726.2
1655,2021-03-24,54477.46,1730.5
1656,2021-03-25,52508.23,1737.3
1657,2021-03-26,51415.92,1731.8
1658,2021-03-27,55074.47,
1659,2021-03-28,55863.93,
1660,2021-03-29,55783.71,1705.95
1661,2021-03-30,57627.67,1683.95
1662,2021-03-31,58730.13,1691.05
1663,2021-04-01,58735.25,1726.05
1664,2021-04-02,58736.92,
1665,2021-04-03,59031.32,
1666,2021-04-04,57076.49,
1667,2021-04-05,58206.55,
1668,2021-04-06,59054.1,1744.65
1669,2021-04-07,58020.46,1738.05
1670,2021-04-08,55947.27,1755.5
1671,2021-04-09,58048.59,1741.2
1672,2021-04-10,58102.58,
1673,2021-04-11,59774.0,
1674,2021-04-12,59964.87,1732.85
1675,2021-04-13,59834.74,1747.95
1676,2021-04-14,63554.44,1735.55
1677,2021-04-15,62969.12,1757.2
1678,2021-04-16,63252.63,1774.45
1679,2021-04-17,61455.98,
1680,2021-04-18,60087.09,
1681,2021-04-19,56251.48,1774.5
1682,2021-04-20,55703.14,1777.85
1683,2021-04-21,56507.91,1798.2
1684,2021-04-22,53808.8,1787.75
1685,2021-04-23,51731.71,1781.8
1686,2021-04-24,51153.13,
1687,2021-04-25,50110.53,
1688,2021-04-26,49075.58,1773.35
1689,2021-04-27,54056.64,1784.15
1690,2021-04-28,55071.46,1772.2
1691,2021-04-29,54884.1,1762.65
1692,2021-04-30,53584.15,1767.65
1693,2021-05-01,57796.62,
1694,2021-05-02,57857.5,
1695,2021-05-03,56610.46,
1696,2021-05-04,57213.33,1797.75
1697,2021-05-05,53241.72,1782.25
1698,2021-05-06,57473.23,1813.15
1699,2021-05-07,56428.16,1836.55
1700,2021-05-08,57380.27,
1701,2021-05-09,58928.81,
1702,2021-05-10,58280.73,1840.45
1703,2021-05-11,55883.5,1829.1
1704,2021-05-12,56750.0,1830.7
1705,2021-05-13,49007.09,1821.8
1706,2021-05-14,49702.27,1838.1
1707,2021-05-15,49922.52,
1708,2021-05-16,46736.58,
1709,2021-05-17,46441.64,1853.7
1710,2021-05-18,43596.24,1866.75
1711,2021-05-19,42912.19,1888.45
1712,2021-05-20,36964.27,1878.3
1713,2021-05-21,40784.32,1875.9
1714,2021-05-22,37280.35,
1715,2021-05-23,37528.3,
1716,2021-05-24,34754.54,1880.15
1717,2021-05-25,38728.59,1887.0
1718,2021-05-26,38410.5,1899.75
1719,2021-05-27,39266.04,1891.45
1720,2021-05-28,38445.29,1899.95
1721,2021-05-29,35689.62,
1722,2021-05-30,34647.67,
1723,2021-05-31,35684.59,
1724,2021-06-01,37310.54,1899.35
1725,2021-06-02,36662.64,1902.75
1726,2021-06-03,37585.24,1866.55
1727,2021-06-04,39188.59,1890.6
1728,2021-06-05,36885.51,
1729,2021-06-06,35530.38,
1730,2021-06-07,35816.17,1888.4
1731,2021-06-08,33514.87,1893.15
1732,2021-06-09,33450.19,1894.6
1733,2021-06-10,37338.36,1888.65
1734,2021-06-11,36704.57,1881.05
1735,2021-06-12,37313.18,
1736,2021-06-13,35494.9,
1737,2021-06-14,39066.82,1865.6
1738,2021-06-15,40525.8,1865.1
1739,2021-06-16,40188.56,1860.75
1740,2021-06-17,38324.87,1778.7
1741,2021-06-18,38068.04,1773.1
1742,2021-06-19,35729.82,
1743,2021-06-20,35524.17,
1744,2021-06-21,35592.35,1775.05
1745,2021-06-22,31686.55,1775.05
1746,2021-06-23,32447.59,1791.6
1747,2021-06-24,33674.66,1784.85
1748,2021-06-25,34639.38,1786.65
1749,2021-06-26,31640.58,
1750,2021-06-27,32160.91,
1751,2021-06-28,34644.45,1780.3
1752,2021-06-29,34456.67,1755.45
1753,2021-06-30,35847.7,1763.15
1754,2021-07-01,35047.36,1781.5
1755,2021-07-02,33536.88,1786.15
1756,2021-07-03,33856.86,
1757,2021-07-04,34688.98,
1758,2021-07-05,35309.3,1791.35
1759,2021-07-06,33747.97,1809.85
1760,2021-07-07,34211.01,1804.65
1761,2021-07-08,33839.04,1807.7
1762,2021-07-09,32877.41,1806.0
1763,2021-07-10,33818.52,
1764,2021-07-11,33515.57,
1765,2021-07-12,34227.64,1792.4
1766,2021-07-13,33158.25,1813.85
1767,2021-07-14,32686.56,1823.2
1768,2021-07-15,32814.61,1823.75
1769,2021-07-16,31738.59,1824.3
1770,2021-07-17,31421.25,
1771,2021-07-18,31520.66,
1772,2021-07-19,31783.49,1814.9
1773,2021-07-20,30815.94,1823.05
1774,2021-07-21,29790.24,1802.15
1775,2021-07-22,32118.06,1799.45
1776,2021-07-23,32297.89,1799.6
1777,2021-07-24,33581.63,
1778,2021-07-25,34279.34,
1779,2021-07-26,35365.2,1800.2
1780,2021-07-27,37318.14,1800.35
1781,2021-07-28,39405.95,1796.6
1782,2021-07-29,40002.53,1829.3
1783,2021-07-30,40005.93,1825.75
1784,2021-07-31,42214.15,
1785,2021-08-01,41659.06,
1786,2021-08-02,40000.46,1811.45
1787,2021-08-03,39193.94,1812.65
1788,2021-08-04,38138.0,1829.1
1789,2021-08-05,39750.14,1800.75
1790,2021-08-06,40882.0,1762.9
1791,2021-08-07,42825.95,
1792,2021-08-08,44634.13,
1793,2021-08-09,43816.14,1738.85
1794,2021-08-10,46333.46,1723.35
1795,2021-08-11,45608.37,1743.6
1796,2021-08-12,45611.46,1747.4
1797,2021-08-13,44417.78,1773.85
1798,2021-08-14,47833.98,
1799,2021-08-15,47112.19,
1800,2021-08-16,47056.41,1786.35
1801,2021-08-17,45982.55,1789.45
1802,2021-08-18,44648.57,1783.45
1803,2021-08-19,44777.86,1782.05
1804,2021-08-20,46734.65,1779.05
1805,2021-08-21,49327.75,
1806,2021-08-22,48932.02,
1807,2021-08-23,49335.68,1802.0
1808,2021-08-24,49523.5,1808.45
1809,2021-08-25,47744.58,1788.7
1810,2021-08-26,48972.09,1786.6
1811,2021-08-27,46962.8,1798.5
1812,2021-08-28,49056.86,
1813,2021-08-29,48897.65,
1814,2021-08-30,48806.78,
1815,2021-08-31,47074.77,1814.85
1816,2021-09-01,47155.87,1811.8
1817,2021-09-02,48862.76,1812.55
1818,2021-09-03,49329.01,1823.7
1819,2021-09-04,50035.33,
1820,2021-09-05,49947.38,
1821,2021-09-06,51769.06,1821.6
1822,2021-09-07,52677.4,1802.15
1823,2021-09-08,46809.17,1786.0
1824,2021-09-09,46078.38,1788.25
1825,2021-09-10,46368.69,1794.6
